"path","sha256","format","references","usageStatus","screens","states","sourcePath","publishedPath","expectedTransparency","finding","priority","verificationStatus","width","height","alphaType","alpha0Ratio","alphaPartialRatio","alpha255Ratio","partialVisibleRatio","minAlpha","maxAlpha","meanAlpha","visibleBounds","pngBitDepth","pngColorType"
"assets/characters/male_base_aligned.png","dd53017f6231c7b5d140a21b59316546c5e1ee826daf452e1bce78873337ca7c","png","assets/data/character_sprites.json","legacy bundled asset; current descriptor uses 3221","world; remote player","atlas animations and directions","assets/characters/male_base_aligned.png","assets/characters/male_base_aligned.png","opaque sprite body; transparent frame padding","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","1062","1000","graded","0.6642325800376648","0.13273163841807908","0.2030357815442561","0.39530827152011444","0","255","57.51749152542373","23,6,1034,991","8","6"
"assets/images/launch_bg.png","e5f8a0814bc6be2e015a02be3484485ec4ac973023085871c51ae0dd6ec4c07f","png","lib/ui/layout/xaml/specs/account_ui_spec.dart;lib/ui/layout/xaml/specs/loading_ui_spec.dart;assets/ui/xaml/assets.xaml;pubspec.yaml","configured UI / preload / fallback","world/editor","normal; disabled/hover/pressed when configured","assets/images/launch_bg.png","assets/images/launch_bg.png","opaque backdrop or panel","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","1408","768","opaque","0.0","0.0","1.0","0.0","255","255","255.0","0,0,1408,768","8","6"
"assets/images/loading.png","e5f8a0814bc6be2e015a02be3484485ec4ac973023085871c51ae0dd6ec4c07f","png","lib/game/my_game.dart;lib/ui/layout/xaml/specs/account_ui_spec.dart;lib/ui/layout/xaml/specs/loading_ui_spec.dart;lib/ui/screens/character_create.dart;assets/ui/xaml/assets.xaml","configured UI / preload / fallback","world/editor","normal; disabled/hover/pressed when configured","assets/images/loading.png","assets/images/loading.png","opaque backdrop or panel","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","1408","768","opaque","0.0","0.0","1.0","0.0","255","255","255.0","0,0,1408,768","8","6"
"assets/maps/0.png","b37f9b359853200bad76098361dfe0ddcf95d9649575066dedff1097eac88f5a","png","lib/game/map/scene_asset_loader.dart:loadMapBackground","conditional runtime / map id","world","matching mapId","assets/maps/0.png","assets/maps/0.png","wall silhouette can be transparent; not necessarily a full background","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","1376","1190","graded","0.8303724105921438","0.001630594098104358","0.16799699530975182","0.009612788248636388","0","255","43.05605335157319","120,65,1136,529","8","6"
"assets/monsters/black_forest/mountain_wolf.png","f0df9749097d7b96b5a49451af6b844138448f514e9036cd05363a0589c3cc0d","png","lib/game/map/iso_monster_component.dart;assets/monsters/black_forest/mountain_wolf.json","name mapped conditional runtime","world","normal 1; corpse 0.5","assets/monsters/black_forest/mountain_wolf.png","assets/monsters/black_forest/mountain_wolf.png","opaque sprite body; transparent frame padding","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","1024","539","binary","0.6630696312615956","0.0","0.33693036873840443","0.0","0","255","85.91724402829314","0,0,1021,538","8","6"
"assets/objects/black_forest/bramble_thorn.png","c7ad25b4741c4b147fb84b50437caabb148e1ee978378a78cea57ef54c952ff7","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/bramble_thorn.png","assets/objects/black_forest/bramble_thorn.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8457281650641025","0.044996995192307696","0.10927483974358974","0.29167342963804577","0","255","34.26870492788461","36,117,120,79","8","6"
"assets/objects/black_forest/fallen_dead_log.png","ec742953e2905fcfbdfb8373ee9989b3dc8225c0a48b896d34ce0be07a2100e7","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/fallen_dead_log.png","assets/objects/black_forest/fallen_dead_log.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.7960236378205128","0.027669270833333332","0.17630709134615385","0.13564939847778051","0","255","48.622395833333336","17,100,157,96","8","6"
"assets/objects/black_forest/fallen_dead_log_mirror.png","da4c6346223c2bb52ac46a3e020653f39967af6143a8b3149b2e6a3e2bd12de6","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/fallen_dead_log_mirror.png","assets/objects/black_forest/fallen_dead_log_mirror.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.7960236378205128","0.027669270833333332","0.17630709134615385","0.13564939847778051","0","255","48.622395833333336","18,100,157,96","8","6"
"assets/objects/black_forest/flora_fern.png","5668e8c5893d05c81e79629ef138268b10462d26534d174a4538b326c3022f5a","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_fern.png","assets/objects/black_forest/flora_fern.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9284855769230769","0.028470552884615384","0.043043870192307696","0.39810924369747897","0","255","15.447966746794872","52,142,88,54","8","6"
"assets/objects/black_forest/flora_flower_blue_dim.png","b657490683912603ab837bd8f68b444c0b71c32159c06cf5287420276e8876e7","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_flower_blue_dim.png","assets/objects/black_forest/flora_flower_blue_dim.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9370492788461539","0.02233573717948718","0.040614983974358976","0.35481304693715193","0","255","13.413060897435898","60,131,72,65","8","6"
"assets/objects/black_forest/flora_flower_violet.png","73eaef4e3f8b15b48dcf6fa70a5a045b36c8a38d52d51249bb8cf0f88cc0c2a2","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_flower_violet.png","assets/objects/black_forest/flora_flower_violet.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.937324719551282","0.018454527243589744","0.04422075320512821","0.2944466640031962","0","255","13.821464342948717","56,136,80,60","8","6"
"assets/objects/black_forest/flora_flower_white.png","fbcb3936cd8ab8bb532e14c15905569fa523baa00e17a6c2f9576fa7968a9684","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_flower_white.png","assets/objects/black_forest/flora_flower_white.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9380508814102564","0.01587540064102564","0.04607371794871795","0.2562651576394503","0","255","13.76532451923077","56,143,80,53","8","6"
"assets/objects/black_forest/flora_grass_dark.png","66e1b09e6932ff17de1d531ce3ea1f79a3b9d89b5fede478f0131bdfff3ef9aa","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_grass_dark.png","assets/objects/black_forest/flora_grass_dark.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9284855769230769","0.03227664262820513","0.03923778044871795","0.45133053221288516","0","255","14.66268529647436","56,135,80,61","8","6"
"assets/objects/black_forest/flora_grass_dry.png","34bc52287d0b9b84d35f743653fae46d6f1fc82e31d4b595a3cab4773d497c86","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_grass_dry.png","assets/objects/black_forest/flora_grass_dry.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9231770833333334","0.035982572115384616","0.04084034455128205","0.4683833116036506","0","255","15.734199719551283","54,136,84,60","8","6"
"assets/objects/black_forest/flora_mushroom_brown.png","823badc0f1781f2eb582ec9744ca7e1f4276484fa5c084539eaa0b96daf55210","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/flora_mushroom_brown.png","assets/objects/black_forest/flora_mushroom_brown.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9313902243589743","0.016551482371794872","0.05205829326923077","0.24124087591240875","0","255","15.657426883012821","58,130,76,66","8","6"
"assets/objects/black_forest/rock_moss_slate.png","b519130615e1526e249dce79f3440f543547302dab47e3c43a7eae82673af074","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/rock_moss_slate.png","assets/objects/black_forest/rock_moss_slate.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.9202974759615384","0.019005408653846152","0.060697115384615384","0.23845428840716307","0","255","18.29266826923077","52,132,88,64","8","6"
"assets/objects/black_forest/shrub_dark.png","e26a053b710577c6fa37615e34cfce96bbccd3adcb37edead86a4201afe100f9","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/shrub_dark.png","assets/objects/black_forest/shrub_dark.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8330578926282052","0.047450921474358976","0.1194911858974359","0.2842357882105895","0","255","37.491261017628204","36,115,120,81","8","6"
"assets/objects/black_forest/stump_moss.png","6dbaa9a846b2df05aa0871c509595d5b4df808941d0647844ce259dcd1baccf5","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/stump_moss.png","assets/objects/black_forest/stump_moss.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8947566105769231","0.01978165064102564","0.08546173878205128","0.18796098025220082","0","255","24.593123998397434","44,132,104,64","8","6"
"assets/objects/black_forest/tree_ancient_oak.png","0e32141c75ca50f77309ef34d54ae0022317366d0f9ed95d41a9ce12c91d6b8b","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/tree_ancient_oak.png","assets/objects/black_forest/tree_ancient_oak.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","195","208","graded","0.5030571992110454","0.09829881656804734","0.3986439842209073","0.19780710458424292","0","255","116.44479783037475","12,17,183,179","8","6"
"assets/objects/black_forest/tree_dead_forked.png","4f5c5a004eb83f75fbe4f6bed883913fcb5eb7ae08dd930e03f5b50947b866a6","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/tree_dead_forked.png","assets/objects/black_forest/tree_dead_forked.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8113231169871795","0.05421173878205128","0.13446514423076922","0.28732581287325815","0","255","41.386894030448715","28,22,136,174","8","6"
"assets/objects/black_forest/tree_dead_forked_mirror.png","e3c3d76ac62e659ab8b52d83577634843174c5b280b38cb05b45c3bc8127c2f0","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/tree_dead_forked_mirror.png","assets/objects/black_forest/tree_dead_forked_mirror.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8113231169871795","0.05421173878205128","0.13446514423076922","0.28732581287325815","0","255","41.386894030448715","28,22,136,174","8","6"
"assets/objects/black_forest/tree_moss_elm.png","cb461dc313254d9055a8ef7b61e4b89bda709818d047c57e6bb4d348e56aa12f","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/tree_moss_elm.png","assets/objects/black_forest/tree_moss_elm.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8068659855769231","0.08566205929487179","0.10747195512820513","0.4435368857772592","0","255","40.501777844551285","32,55,128,141","8","6"
"assets/objects/black_forest/tree_twisted_pine.png","ec702aae75a4e79097256ce59514bc67af19e1c0a9644b9153c20f9a7a646914","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/black_forest/tree_twisted_pine.png","assets/objects/black_forest/tree_twisted_pine.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","192","208","graded","0.8323818108974359","0.07118890224358974","0.09642928685897435","0.42470869435315206","0","255","35.55190805288461","37,71,123,125","8","6"
"assets/objects/cave_spirit_cabinet.png","3804793bce2e974b7509c4e5a0e975f9b5327e8a848c1421652f4ac0e8088963","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/cave_spirit_cabinet.png","assets/objects/cave_spirit_cabinet.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","175","155","graded","0.512258064516129","0.042912442396313366","0.4448294930875576","0.08798185941043084","0","255","121.90366820276498","5,12,168,139","8","6"
"assets/objects/cn_bookshelf_cut.png","7ba48cd8f6bc40aee69f425cf1f39a122a69571eaaefddd3b783d6adf40136e3","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/cn_bookshelf_cut.png","assets/objects/cn_bookshelf_cut.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","190","245","graded","0.33596133190118155","0.0353813104189044","0.628657357679914","0.05328200317039242","0","255","167.18781954887217","2,5,185,239","8","6"
"assets/objects/cultivation_array.png","507885303f790bfce36d59a5ab4ae4588ef5829f55efde5c694b8ad58057b8c8","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/cultivation_array.png","assets/objects/cultivation_array.png","intentional magic glow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","450","270","graded","0.6876543209876543","0.2565432098765432","0.05580246913580247","0.8213438735177866","0","255","42.94587654320988","2,0,445,270","8","6"
"assets/objects/jasmine_jar.png","add9d83ff9069fcd1108b77b9a30519d8f9fe0816274788853b36a258f2afe8c","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/jasmine_jar.png","assets/objects/jasmine_jar.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","105","225","graded","0.5134391534391535","0.1359153439153439","0.35064550264550265","0.2793388429752066","0","255","106.26582010582011","0,4,105,221","8","6"
"assets/objects/maple.png","6eafd6c22fabfbec330bb5fe60d39697da30cf7ada8c27899732d42b64229f78","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/maple.png","assets/objects/maple.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","200","190","graded","0.44873684210526316","0.08518421052631579","0.46607894736842104","0.15452549169371776","0","255","130.08165789473685","6,0,188,190","8","6"
"assets/objects/orchid.png","cab2c9e14ce56afb2a54023dac950f9b10903ca834e135b710af63dcb986530b","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/orchid.png","assets/objects/orchid.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","90","150","graded","0.43414814814814817","0.3051111111111111","0.2607407407407407","0.5392067024479644","0","255","103.23985185185185","3,0,83,150","8","6"
"assets/objects/pine_bonsai.png","8a42b530ae4d602706cf779a6a0e76414aa7503cc8b8ee7c75fc238d0cd73517","png","assets/data/object_catalog.json","catalog / editor source","world; decoration; editor","normal 1; moving 0.4; ghost 0.5; separate shadow","assets/objects/pine_bonsai.png","assets/objects/pine_bonsai.png","opaque prop; transparent silhouette; independent shadow","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded; Flutter bundle decode passed; contact sheet inspection for assets; no live-world claim","110","190","graded","0.4892822966507177","0.15086124401913875","0.35985645933014354","0.29539066891512084","0","255","111.58028708133972","4,0,101,190","8","6"
"assets/tiles/_demo/black_forest_ground_48x24_balanced_atlas.png","495dd904c0422f8a5d7a625be987d0e9b843ca5941f4240f3101e841a8bbff22","png","assets/tiles/_demo/black_forest_ground_48x24_balanced_atlas.json","backup/preview; not active","world/editor","normal; inspect state-specific rendering","assets/tiles/_demo/black_forest_ground_48x24_balanced_atlas.png","assets/tiles/_demo/black_forest_ground_48x24_balanced_atlas.png","review by role","no alpha defect identified by pixel scan; intended transparency preserved","P1","all pixels decoded ; not in tested Flutter bundle; contact sheet inspection for assets; no live-world claim","384","96","binary","0.5450303819444444","0.0","0.4549696180555556","0.0","0","255","116.01725260416667","0,0,384,96","8","6"
